iter	Logloss
125	0.4003122205
126	0.3996122265
127	0.3990659854
128	0.3985781683
129	0.3981600082
130	0.3974823887
131	0.3967856591
132	0.396046817
133	0.3955393822
134	0.3951221607
135	0.3947215381
136	0.3941941015
137	0.3940610105
138	0.393537042
139	0.3928665001
140	0.3924705949
141	0.3918722475
142	0.3912100655
143	0.390838635
144	0.390506327
145	0.3900356882
146	0.3895239285
147	0.3890714928
148	0.3886569497
149	0.3881358318
150	0.3876190209
151	0.3871626695
152	0.3866574615
153	0.3863229937
154	0.3860423772
155	0.385568756
156	0.3852538314
157	0.3848322431
158	0.3843198516
159	0.3839160101
160	0.3837265009
161	0.383278229
162	0.3826637464
163	0.382181055
164	0.3817420002
165	0.3813934867
166	0.3813498309
167	0.3807592708
168	0.3804834629
169	0.3800690176
170	0.3795496669
171	0.3791075883
172	0.3787830018
173	0.3783043331
174	0.3780304715
175	0.3776037133
176	0.3770637715
177	0.376743064
178	0.3764036539
179	0.3761948865
180	0.3761115837
181	0.375830784
182	0.375780905
183	0.3755145942
184	0.3752141049
185	0.374910059
186	0.3746918138
187	0.3743824846
188	0.3739594504
189	0.3735705767
190	0.373304777
191	0.3731167701
192	0.3729173632
193	0.372509682
194	0.3724380804
195	0.3721675187
196	0.3718924169
197	0.3715494754
198	0.3714383617
199	0.3710585244
200	0.3705632845
201	0.3702875881
202	0.369913972
203	0.3697015289
204	0.3693839483
205	0.3692442543
206	0.3690297066
207	0.3687476615
208	0.3683616742
209	0.3680947596
210	0.3677863438
211	0.3676135306
212	0.3673257419
213	0.3669581503
214	0.3667432682
215	0.366347728
216	0.3660594504
217	0.3656920753
218	0.3653773186
219	0.3651622196
220	0.3649397403
221	0.3646874075
222	0.3644674717
223	0.3642117449
224	0.3641043168
225	0.3639466131
226	0.3636900417
227	0.3631837185
228	0.3631098223
229	0.3629508152
230	0.3627293359
231	0.3625337992
232	0.3621870717
233	0.3618535469
234	0.3614321762
235	0.3611393057
236	0.3610756932
237	0.3609131531
238	0.3605541481
239	0.3602168595
240	0.3599614051
241	0.3596948123
242	0.3593696509
243	0.3591525998
244	0.3588953005
245	0.3586206904
246	0.3584130661
247	0.3581097183
248	0.3578936597
249	0.3574727608
250	0.3572617746
251	0.3569827186
252	0.3566771054
253	0.3564645772
254	0.3562530564
255	0.3559889366
256	0.3557227235
257	0.3555296473
258	0.3552866073
259	0.3550860246
260	0.3548818534
261	0.3547165651
262	0.3544353439
263	0.3542193771
264	0.3540869637
265	0.3539346571
266	0.3535751937
267	0.3531834486
268	0.3529392368
269	0.3527861584
270	0.3526214454
271	0.3526007181
272	0.3523236117
273	0.352062415
274	0.3517249385
275	0.3515883749
276	0.3513795717
277	0.3510323387
278	0.3509962833
279	0.3507478796
280	0.3506688582
281	0.3505229309
282	0.350419138
283	0.3501256018
284	0.3500255322
285	0.3498864839
286	0.3497523392
287	0.3492789805
288	0.3491431226
289	0.3490411843
290	0.3488713256
291	0.3485518448
292	0.3483735722
293	0.3482685474
294	0.3480648054
295	0.3477067178
296	0.3473510602
297	0.3470619232
298	0.3469107643
299	0.3466075105
300	0.3462647807
301	0.3462386197
302	0.3459578909
303	0.3456671433
304	0.3454694577
305	0.3451807293
306	0.3449667846
307	0.3448648827
308	0.3447449193
309	0.3444637802
310	0.3442433604
311	0.3440964736
312	0.3439716246
313	0.3438619228
314	0.3436282439
315	0.3435326596
316	0.3431019748
317	0.3429383687
318	0.3427832331
319	0.3427157009
320	0.3423251836
321	0.342152952
322	0.3419987004
323	0.3417328092
324	0.341469323
325	0.341206476
326	0.3410212833
327	0.3407827756
328	0.3407352954
329	0.3406024138
330	0.3404979665
331	0.3403041508
332	0.3401210921
333	0.3400278497
334	0.3398721886
335	0.3397170561
336	0.3395149524
337	0.339301463
338	0.3391072691
339	0.3390315777
340	0.3389716308
341	0.3387218031
342	0.3385796228
343	0.3384294995
344	0.3381300829
345	0.3380326625
346	0.3378868646
347	0.3374782353
348	0.337426745
349	0.3372755045
350	0.3371451949
351	0.3369601698
352	0.3366813978
353	0.3364603298
354	0.3363274014
355	0.3362432232
356	0.3360100632
357	0.3358771989
358	0.3357417923
359	0.3357273263
360	0.3355977886
361	0.3355099607
362	0.3354002997
363	0.3353230966
364	0.3352401142
365	0.3349910662
366	0.3348247831
367	0.3346942863
368	0.3345432474
369	0.334229259
370	0.3341848099
371	0.3340403266
372	0.3339018358
373	0.3337153481
374	0.333485805
375	0.3333846672
376	0.3331966348
377	0.3329589042
378	0.332812216
379	0.3327193951
380	0.3325573634
381	0.3323661541
382	0.3322925479
383	0.3321758552
384	0.3317958695
385	0.3314578996
386	0.3312386761
387	0.3311169697
388	0.3310896474
389	0.3310135834
390	0.3308356456
391	0.3306828002
392	0.3305350229
393	0.3302045067
394	0.3300397028
395	0.3299060215
396	0.3297301482
397	0.3296831022
398	0.329589883
399	0.3294146482
400	0.3293082998
401	0.3291597678
402	0.3291483418
403	0.3289748201
404	0.3289003213
405	0.3287586715
406	0.3286586689
407	0.3284294957
408	0.3282344553
409	0.328121108
410	0.328100671
411	0.3278777965
412	0.3276739143
413	0.327372497
414	0.3271821201
415	0.3270923505
416	0.3269320134
417	0.3268762155
418	0.326750018
419	0.3265767857
420	0.3263383178
421	0.3263207004
422	0.3262214824
423	0.3260651815
424	0.325979697
425	0.325734636
426	0.3254991461
427	0.325269773
428	0.3251706254
429	0.3250413745
430	0.3248785302
431	0.3248084338
432	0.3246820578
433	0.3244750051
434	0.3243004593
435	0.3242430871
436	0.3240557382
437	0.3236784726
438	0.3234851419
439	0.3232952002
440	0.3229241979
441	0.3228829854
442	0.3227432912
443	0.3226702081
444	0.3224845476
445	0.3223270068
446	0.3221717938
447	0.3220487337
448	0.3218880725
449	0.3216336336
450	0.3215049912
451	0.3213744119
452	0.3212387048
453	0.3210996254
454	0.321061326
455	0.3210328942
456	0.3208605261
457	0.320650323
458	0.3204779028
459	0.3202784325
460	0.3200781
461	0.3198556036
462	0.3197548435
463	0.3196766497
464	0.3194410506
465	0.3193308376
466	0.3191978922
467	0.3190254231
468	0.3187806147
469	0.3186962043
470	0.3185526051
471	0.3185037465
472	0.3183461792
473	0.3182367589
474	0.318095005
475	0.318088779
476	0.3178632564
477	0.3176478249
478	0.3176057542
479	0.317539485
480	0.3174131281
481	0.3172595912
482	0.3171712349
483	0.3169124567
484	0.3167506233
485	0.3165889779
486	0.3164003764
487	0.3161779342
488	0.3159488965
489	0.3158745052
490	0.3156594098
491	0.3155342102
492	0.3153675706
493	0.3152248272
494	0.3152078685
495	0.3150288613
496	0.3149131162
497	0.3147942756
498	0.3145733471
499	0.3144387898
500	0.3143006849
501	0.3141892131
502	0.314112119
503	0.3140113809
504	0.3138139911
505	0.3137385253
506	0.3136206286
507	0.313457748
508	0.3133594909
509	0.3132350023
510	0.3131092392
511	0.3129912502
512	0.3128187728
513	0.3126521352
514	0.3124602695
515	0.312326925
516	0.3122926091
517	0.3122126436
518	0.3119143246
519	0.3117529197
520	0.3116170016
521	0.3113522921
522	0.3112811451
523	0.311210355
524	0.3110412889
525	0.3109401194
526	0.3108024228
527	0.3107193956
528	0.310672604
529	0.31059105
530	0.3104335709
531	0.3102275316
532	0.3101595647
533	0.3099041912
534	0.3097285643
535	0.3096720297
536	0.3095946675
537	0.3095139089
538	0.3094361152
539	0.3092919398
540	0.3092344207
541	0.3092158789
542	0.3091007726
543	0.3089019635
544	0.3088519592
545	0.30873531
546	0.3085961177
547	0.3085366325
548	0.3083377721
549	0.3082402627
550	0.3080123783
551	0.3079008426
552	0.3077977754
553	0.3077235926
554	0.307657274
555	0.3076518661
556	0.3075120353
557	0.3073969981
558	0.3072879124
559	0.3071004623
560	0.3069980865
561	0.3068262945
562	0.3067900939
563	0.3065659036
564	0.3064336134
565	0.3063540535
566	0.3062604252
567	0.3060387878
568	0.3058435786
569	0.3057488535
570	0.305655154
571	0.305425592
572	0.3051735491
573	0.3051208989
574	0.3049546782
575	0.3048867041
576	0.3048091639
577	0.3047541095
578	0.3044722898
579	0.3044266887
580	0.3041825712
581	0.3041641558
582	0.3040013844
583	0.3039243838
584	0.3037951976
585	0.3037072647
586	0.3036354981
587	0.3035613838
588	0.303423735
589	0.3032952704
590	0.3031916961
591	0.3031371327
592	0.3030289542
593	0.3029377928
594	0.3027824188
595	0.3026777096
596	0.3026042211
597	0.3025037687
598	0.3024061437
599	0.3021807589
600	0.3020300923
601	0.3018879853
602	0.3018521643
603	0.3017562754
604	0.3016456054
605	0.3015860695
606	0.3014353589
607	0.3013974643
608	0.3011762312
609	0.3010844278
610	0.3010160466
611	0.300883827
612	0.3007888822
613	0.3007363127
614	0.3006474948
615	0.3005775332
616	0.3003844599
617	0.3003154253
618	0.3002623028
619	0.3000222883
620	0.299923713
621	0.2997760642
622	0.2993306965
623	0.2991102516
624	0.2990702601
625	0.2989752221
626	0.2987878971
627	0.2987354137
628	0.2987126757
629	0.2986202696
630	0.2985077836
631	0.2982629705
632	0.2981281185
633	0.2979806814
634	0.297781521
635	0.2975604932
636	0.297327985
637	0.2971868524
638	0.2970307146
639	0.2967481108
640	0.2966138275
641	0.2964639212
642	0.2962404617
643	0.2961273558
644	0.2960250353
645	0.2958919835
646	0.2957224261
647	0.2956718583
648	0.2955665116
649	0.2954920562
650	0.2954369885
651	0.2952664991
652	0.2952261291
653	0.294971636
654	0.2948808126
655	0.2947305017
656	0.2946065558
657	0.2944190958
658	0.2942678989
659	0.294253652
660	0.294093085
661	0.2940853147
662	0.29389462
663	0.2937464695
664	0.2934839862
665	0.2932476504
666	0.2932232858
667	0.2930340444
668	0.2929545013
669	0.2928756853
670	0.2926284688
671	0.2924900028
672	0.2923648841
673	0.2921709798
674	0.2921588321
675	0.2920762948
676	0.2920075921
677	0.2918438487
678	0.29180182
679	0.2917397043
680	0.2914905626
681	0.2914812431
682	0.2913679733
683	0.2912483965
684	0.2912401368
685	0.2911680541
686	0.2910138499
687	0.2909377657
688	0.2907643015
689	0.2905054125
690	0.2904140256
691	0.290277955
692	0.2900828798
693	0.2899524168
694	0.2898211612
695	0.2898149426
696	0.2894921286
697	0.2894015487
698	0.289214544
699	0.2889886704
700	0.2888539997
701	0.2886426714
702	0.288520202
703	0.288456684
704	0.2882962408
705	0.2881923039
706	0.288078811
707	0.2879201304
708	0.2877950699
709	0.2877230079
710	0.2875194269
711	0.2873718326
712	0.2872651472
713	0.2871802018
714	0.2871183249
715	0.2870200038
716	0.2868651054
717	0.2866115196
718	0.2865028484
719	0.2863962665
720	0.2862229225
721	0.286110506
722	0.285853931
723	0.2856981843
724	0.2856305288
725	0.2856254493
726	0.2854800297
727	0.2853547982
728	0.2853068556
729	0.2852302462
730	0.2850782725
731	0.2850486512
732	0.2848718784
733	0.284640701
734	0.2845502966
735	0.2844546799
736	0.2843375916
737	0.2842944293
738	0.2841954912
739	0.2840650629
740	0.2839582491
741	0.2839281447
742	0.2838270715
743	0.2836642422
744	0.2836238887
745	0.283572015
746	0.283497673
747	0.2834151339
748	0.2833595961
749	0.283308047
750	0.2832234362
751	0.2831318961
752	0.2829338362
753	0.28283389
754	0.2827166541
755	0.2826668367
756	0.2825306431
757	0.282380367
758	0.2822581529
759	0.2820581149
760	0.2819986423
761	0.2819080032
762	0.2817289737
763	0.2815654745
764	0.2813227025
765	0.2811737871
766	0.2810165067
767	0.2810058632
768	0.2809363115
769	0.280858258
770	0.280768706
771	0.2806941513
772	0.280652043
773	0.2804364442
774	0.2803074952
775	0.2802075844
776	0.280124947
777	0.2800209197
778	0.2799065787
779	0.2798228484
780	0.2797494091
781	0.2796911726
782	0.2795613207
783	0.2791801212
784	0.2789984143
785	0.2789493883
786	0.2788682034
787	0.2787265379
788	0.2786516344
789	0.2785287813
790	0.2784598897
791	0.2782736823
792	0.2780595527
793	0.2779393586
794	0.2777657866
795	0.2776638619
796	0.2775731715
797	0.2775436792
798	0.2775042134
799	0.2774429212
800	0.2772873403
801	0.277041389
802	0.2769037914
803	0.2768511478
804	0.2768218032
805	0.2767268097
806	0.2766386786
807	0.2765509236
808	0.2764506962
809	0.2761614379
810	0.2759513806
811	0.2758893181
812	0.2758354469
813	0.2757019364
814	0.2755306436
815	0.2754670944
816	0.2753843042
817	0.2752154844
818	0.2750957749
819	0.2749968615
820	0.2746939539
821	0.2746459569
822	0.2745868511
823	0.274504235
824	0.2741451687
825	0.2740743605
826	0.2738680707
827	0.2737438754
828	0.2735969173
829	0.2734325637
830	0.2733675532
831	0.2731866184
832	0.2730259164
833	0.2729689479
834	0.2728654063
835	0.2727891366
836	0.2726249303
837	0.2724871688
838	0.2724164809
839	0.2721604998
840	0.2721089852
841	0.2718719981
842	0.2718154621
843	0.2716410955
844	0.2714557057
845	0.2713514978
846	0.2712913759
847	0.2709620083
848	0.2706461939
849	0.2705789302
850	0.2704595193
851	0.2703879076
852	0.2702640748
853	0.2702284216
854	0.2700856626
855	0.2698609693
856	0.269763628
857	0.2696295913
858	0.2695757776
859	0.2694544417
860	0.2693465805
861	0.2691690845
862	0.2690770008
863	0.269012219
864	0.2689125244
865	0.268849217
866	0.2686394588
867	0.2685460604
868	0.2683898764
869	0.2682143425
870	0.2681171344
871	0.2680412429
872	0.2678745496
873	0.2677986693
874	0.2676872272
875	0.2674078934
876	0.2673189617
877	0.2672445742
878	0.2670515089
879	0.2669523102
880	0.2668142908
881	0.2666576842
882	0.2664979815
883	0.2664417204
884	0.2663513665
885	0.2661124387
886	0.2659577239
887	0.2658745999
888	0.2657755817
889	0.2657413101
890	0.2656414274
891	0.2655442185
892	0.26539404
893	0.265322512
894	0.2652355416
895	0.2651563915
896	0.2648534389
897	0.2647143801
898	0.2646082357
899	0.2644026852
900	0.2643456514
901	0.2642604232
902	0.2641961902
903	0.2640914181
904	0.2640142174
905	0.2639161881
906	0.2638435275
907	0.2637923581
908	0.2636848263
909	0.2636113779
910	0.2632903829
911	0.2632191712
912	0.2631101794
913	0.2630488374
914	0.2628696198
915	0.2627976397
916	0.262596254
917	0.2624971057
918	0.2624258689
919	0.2623361625
920	0.2621606409
921	0.2620881977
922	0.2619539713
923	0.2618993228
924	0.2618609425
925	0.2615730104
926	0.2614823202
927	0.2611742465
928	0.2610509397
929	0.2609919878
930	0.2609305576
931	0.2608079463
932	0.2606411002
933	0.260607837
934	0.2605448716
935	0.2602467126
936	0.2601229281
937	0.2599277181
938	0.2597479
939	0.2596360766
940	0.2594271904
941	0.2592808872
942	0.2591431414
943	0.2590507075
944	0.2589600364
945	0.2588842433
946	0.25886511
947	0.2586505039
948	0.2585733815
949	0.2584888395
950	0.2583879029
951	0.258279494
952	0.2581612073
953	0.2580066836
954	0.2578829156
955	0.2577948816
956	0.2574146709
957	0.25734061
958	0.2571145651
959	0.2570919279
960	0.257056624
961	0.2570134357
962	0.2569043806
963	0.2567171113
964	0.2565258347
965	0.2563993522
966	0.2563558781
967	0.2562716155
968	0.2561750719
969	0.2560257382
970	0.2559601575
971	0.2558968232
972	0.2558111825
973	0.2557369729
974	0.2556500579
975	0.255571524
976	0.2554714487
977	0.2553781735
978	0.2552054841
979	0.2551178936
980	0.2549433606
981	0.2548869923
982	0.2547971049
983	0.2546158261
984	0.2543809503
985	0.2542810968
986	0.2542269833
987	0.2540721167
988	0.2538307358
989	0.2536416892
990	0.2535677879
991	0.2535067393
992	0.2533769446
993	0.2533106928
994	0.2532614278
995	0.2531586075
996	0.2531025801
997	0.2530243937
998	0.252932556
999	0.2528690272
